GrLivArea,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,GarageSize,Remodel_binary,TotalIndoorSF,LotPercent,LivArea_sq,Log_LivArea,Remodel_Neighborhood,Remodel_Year,Remodel_Qual,Remodel_GrLiv,Remodel_TotSF,Remodel_Bath,Neighborhood_Num,SalePrice,Log_SalePrice
2110,2S_1946newer,66.178614175911,8880,7,5,1994,2002,0.0,695.0,0.0,253.0,948.0,1222,888,0,1.0,0.0,2,1,3,1,8,2,1994.0,2.0,463.0,0,130,0,0,0,0,0,5,2010,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Fa,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,1,3058.0,0.13761261261261262,4452100,7.6544432264701125,SawyerW,1994,7,2110,3058.0,2,20,205000,12.230765258120543
1350,1S_1946newer,78.0,10140,6,5,1974,1974,174.0,0.0,0.0,1064.0,1064.0,1350,0,0,0.0,0.0,2,0,3,1,7,1,1974.0,2.0,478.0,0,0,0,0,0,0,0,8,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,MnPrv,None,WD ,Normal,large,0,2414.0,0.13313609467455623,1822500,7.2078598714324755,,0,0,0,0.0,0,23,165000,12.013700752882718
1920,1_2S_finished,101.72726165553884,13650,5,5,1958,1958,0.0,57.0,441.0,554.0,1052.0,1252,668,0,1.0,0.0,2,0,4,1,8,1,1958.0,2.0,451.0,0,0,0,0,0,0,0,7,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Gd,Gd,CBlock,TA,TA,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,2972.0,0.09172161172161172,3686400,7.560080465021827,,0,0,0,0.0,0,1,172500,12.058152515453552
1651,splitlevel,93.0,10090,7,5,1963,1999,364.0,242.0,483.0,0.0,725.0,1035,616,0,0.0,1.0,2,0,4,1,6,2,1963.0,1.0,276.0,460,46,0,0,165,0,0,10,2007,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Av,Rec,ALQ,GasA,TA,Y,SBrkr,TA,Typ,TA,BuiltIn,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,small,1,2376.0,0.10257680872150644,2725801,7.409136443920128,NAmes,1963,7,1651,2376.0,2,6,172000,12.05524975579559
1020,1_2S_finished,54.0,6342,5,8,1875,1996,0.0,0.0,0.0,780.0,780.0,780,240,0,0.0,0.0,1,0,2,1,6,0,1875.0,0.0,0.0,0,0,176,0,0,0,0,5,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,TA,Typ,None,None,None,None,None,N,None,None,None,WD ,Normal,small,1,1800.0,0.12298959318826869,1040400,6.927557906278317,Sawyer,1875,5,1020,1800.0,1,1,94000,11.451050061252142
1474,1S_1946newer,232.6685061454889,31220,6,2,1952,1952,0.0,0.0,0.0,1632.0,1632.0,1474,0,0,0.0,0.0,1,0,3,1,7,2,1952.0,2.0,495.0,0,0,144,0,0,0,750,5,2008,RL,Pave,None,IR1,Bnk,NoSewr,FR2,Gtl,Gilbert,Feedr,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Min2,Gd,Attchd,Unf,TA,TA,Y,None,None,Shed,WD ,Normal,large,0,3106.0,0.047213324791800126,2172676,7.295735072749282,,0,0,0,0.0,0,19,115000,11.652687407345388
1048,1S_1946newer,60.0,7200,5,5,1950,1950,0.0,0.0,0.0,0.0,0.0,1048,0,0,0.0,0.0,1,0,3,1,7,0,1950.0,2.0,420.0,0,27,0,0,0,0,0,7,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,None,None,None,None,None,GasA,Gd,Y,SBrkr,TA,Min1,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,1048.0,0.14555555555555555,1098304,6.954638864880987,,0,0,0,0.0,0,6,98300,11.495779306135258
1870,2S_1946newer,83.84114971610346,11250,7,5,2001,2001,0.0,0.0,0.0,944.0,944.0,944,926,0,0.0,0.0,2,1,3,1,6,0,2001.0,2.0,608.0,256,43,0,0,0,0,0,5,2009,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,2814.0,0.08391111111111112,3496900,7.533693709848633,,0,0,0,0.0,0,16,211000,12.259613412458204
1094,1S_1946newer,60.0,12450,5,5,2003,2004,126.0,729.0,0.0,365.0,1094.0,1094,0,0,1.0,0.0,1,0,3,1,6,0,2004.0,2.0,576.0,0,0,0,0,0,0,0,5,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,1,2188.0,0.0878714859437751,1196836,6.9975959829819265,SawyerW,2003,5,1094,2188.0,1,20,149000,11.911701584927595
2157,2S_1946newer,88.0,14200,7,6,1966,1966,309.0,445.0,0.0,479.0,924.0,1216,941,0,0.0,0.0,2,1,4,1,8,2,1966.0,2.0,487.0,105,66,0,0,0,0,0,5,2006,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,GdPrv,None,WD ,Normal,large,0,3081.0,0.0856338028169014,4652649,7.676473646389156,,0,0,0,0.0,0,6,226000,12.328290278254425
1072,Multi_PUD,35.0,3675,5,5,2005,2005,80.0,547.0,0.0,0.0,547.0,1072,0,0,1.0,0.0,1,0,2,1,5,0,2005.0,2.0,525.0,0,28,0,0,0,0,0,5,2006,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Basment,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,1619.0,0.2917006802721088,1149184,6.977281341630747,,0,0,0,0.0,0,7,145000,11.884489021402713
1414,1S_1946newer,87.0,11029,6,8,1958,2002,0.0,528.0,411.0,245.0,1184.0,1414,0,0,1.0,0.0,1,0,3,1,6,1,1990.0,2.0,601.0,0,51,0,0,190,0,0,5,2008,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,Ex,TA,CBlock,Gd,TA,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,TA,Min1,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,1,2598.0,0.12820745307824827,1999396,7.254177846456518,NAmes,1958,6,1414,2598.0,1,6,176500,12.081076155355488
1238,1S_1946newer,60.0,7200,5,3,1950,1950,0.0,432.0,0.0,432.0,864.0,1238,0,0,0.0,0.0,1,1,3,1,6,1,1950.0,1.0,357.0,0,171,0,0,0,0,0,11,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Fa,Y,FuseA,TA,Min2,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,0,2102.0,0.17194444444444446,1532644,7.121252453244542,,0,0,0,0.0,0,6,102000,11.532728092266408
1488,1S_1946newer,80.0,12048,5,6,1952,2002,232.0,0.0,0.0,0.0,0.0,1488,0,0,0.0,0.0,1,0,3,1,7,1,2002.0,2.0,569.0,0,189,36,0,348,0,0,4,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,Slab,None,None,None,None,None,GasA,Gd,Y,SBrkr,TA,Typ,Ex,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,1,1488.0,0.12350597609561753,2214144,7.305188215393037,Edwards,1952,5,1488,1488.0,1,7,135000,11.813030057420567
1302,1_2S_finished,70.0,6960,7,8,1940,1998,0.0,258.0,0.0,422.0,680.0,798,504,0,0.0,0.0,1,1,2,1,6,2,1940.0,1.0,224.0,0,0,0,0,126,0,0,7,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Ex,Y,FuseA,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,small,1,1982.0,0.1146551724137931,1695204,7.171656822768514,Sawyer,1940,7,1302,1982.0,1,1,165250,12.015214757713933
2000,2S_1946newer,74.0,9627,7,5,1993,1994,94.0,758.0,0.0,238.0,996.0,996,1004,0,0.0,0.0,2,1,3,1,9,1,1993.0,3.0,650.0,190,48,0,0,0,0,0,11,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,Av,LwQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,1,2996.0,0.10345902150202556,4000000,7.600902459542082,Mitchel,1993,7,2000,2996.0,2,9,188000,12.144197241812089
1040,1_2S_finished,52.0,6240,5,7,1936,1980,0.0,276.0,0.0,252.0,528.0,548,492,0,0.0,0.0,1,0,2,1,5,0,1979.0,2.0,624.0,306,0,32,0,0,0,0,5,2010,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,Fa,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Fin,TA,TA,P,None,None,None,WD ,Normal,large,1,1568.0,0.08782051282051281,1081600,6.946975992135418,BrkSide,1936,5,1040,1568.0,1,10,123900,11.727230067617231
1064,1S_1946newer,84.41499580749368,11327,5,6,1967,1967,305.0,779.0,0.0,285.0,1064.0,1064,0,0,0.0,1.0,1,0,3,1,6,1,1967.0,2.0,528.0,314,48,0,0,0,0,0,6,2006,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,2128.0,0.09393484594332127,1132096,6.96979066990159,,0,0,0,0.0,0,1,153600,11.94210709969571
968,1S_1946newer,52.0,8626,4,6,1956,1956,1.0,0.0,0.0,0.0,0.0,968,0,0,0.0,0.0,1,0,2,1,5,0,1956.0,1.0,331.0,0,0,0,0,0,0,0,5,2007,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,None,None,None,None,None,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,Fa,TA,Y,None,None,None,WD ,Normal,small,0,968.0,0.11221887317412474,937024,6.875232087276577,,0,0,0,0.0,0,12,104500,11.556942350387002
1480,1S_1946newer,70.0,8197,7,5,2003,2009,506.0,1188.0,0.0,292.0,1480.0,1480,0,0,1.0,0.0,2,0,3,1,7,0,2003.0,2.0,620.0,252,73,0,0,0,0,300,2,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,MnPrv,Shed,WD ,Normal,large,1,2960.0,0.18055386116872027,2190400,7.299797366758161,NAmes,2003,7,1480,2960.0,2,6,214000,12.273731294003989
1640,2S_1946newer,72.0,7226,7,5,2003,2003,0.0,0.0,0.0,798.0,798.0,798,842,0,0.0,0.0,2,1,3,1,6,0,2003.0,2.0,595.0,0,45,0,0,0,0,0,6,2008,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,2438.0,0.11043454193191254,2689600,7.402451520818244,,0,0,0,0.0,0,16,183000,12.117241431823558
1574,2S_1946newer,140.10787685891066,18800,6,5,1976,1976,120.0,712.0,0.0,84.0,796.0,790,784,0,1.0,0.0,2,1,3,1,6,1,1976.0,2.0,566.0,306,111,0,0,0,0,0,7,2006,RL,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,2370.0,0.04202127659574468,2477476,7.3613754289773485,,0,0,0,0.0,0,23,190000,12.154779351142624
1616,1S_PUD,39.0,5389,8,5,1995,1996,0.0,1180.0,0.0,415.0,1595.0,1616,0,0,1.0,0.0,2,0,2,1,5,1,1995.0,2.0,608.0,237,152,0,0,0,0,0,3,2010,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,1,3211.0,0.299870105771015,2611456,7.38770923908104,StoneBr,1995,8,1616,3211.0,2,25,236500,12.373703486914124
1768,2S_1945older,57.0,8094,6,6,1915,1950,0.0,0.0,0.0,1048.0,1048.0,1048,720,0,0.0,0.0,2,0,3,1,8,0,1930.0,2.0,576.0,0,0,150,0,0,0,0,6,2009,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,None,Detchd,Unf,Fa,Fa,Y,None,None,None,WD ,Normal,large,1,2816.0,0.12947862614282185,3125824,7.477604243197589,OldTown,1915,6,1768,2816.0,2,12,155000,11.951180395901384
2620,duplex,140.7786060566395,18890,5,5,1977,1977,1.0,498.0,211.0,652.0,1361.0,1361,1259,0,0.0,0.0,2,2,4,2,12,1,1977.0,2.0,600.0,155,24,145,0,0,0,8300,8,2007,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,Shed,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,GLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,RFn,TA,TA,N,None,None,Gar2,WD ,Normal,large,0,3981.0,0.07204870301746956,6864400,7.8709295967551425,,0,0,0,0.0,0,1,190000,12.154779351142624
1654,1S_1946newer,60.55194146163027,8125,7,5,2002,2002,295.0,986.0,0.0,668.0,1654.0,1654,0,0,1.0,0.0,2,0,3,1,6,0,2002.0,3.0,900.0,0,136,0,0,0,0,0,2,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,3308.0,0.20356923076923078,2735716,7.4109518755836366,,0,0,0,0.0,0,16,230000,12.345834587905332
1721,2S_1946newer,70.0,8462,6,5,1994,1994,105.0,814.0,0.0,114.0,928.0,936,785,0,0.0,1.0,2,1,3,1,7,0,1994.0,2.0,471.0,300,87,0,0,0,0,0,7,2007,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,Gd,PConc,Gd,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,2649.0,0.11061214842826755,2961841,7.450660796211539,,0,0,0,0.0,0,20,201000,12.211060187041213
1426,1_2S_finished,52.0,6240,5,7,1930,1992,0.0,0.0,0.0,966.0,966.0,1014,412,0,0.0,0.0,1,0,3,1,6,1,1930.0,1.0,230.0,174,0,96,0,0,0,0,7,2007,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,Fa,TA,Y,None,GdPrv,None,WD ,Normal,small,1,2392.0,0.1625,2033476,7.262628600974241,BrkSide,1930,5,1426,2392.0,1,10,131750,11.788661466403608
1560,1S_1946newer,189.9281511568797,25485,6,4,1960,1960,423.0,540.0,1020.0,0.0,1560.0,1560,0,0,0.0,0.0,1,1,3,1,6,3,1960.0,2.0,580.0,0,75,584,0,0,0,0,5,2007,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,MetalSd,BrkFace,TA,Fa,CBlock,TA,Gd,Mn,LwQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,3120.0,0.06121247792819305,2433600,7.352441100243583,,0,0,0,0.0,0,22,201000,12.211060187041213
1644,1S_1946newer,80.0,9600,6,5,1953,1953,238.0,1285.0,0.0,131.0,1416.0,1644,0,0,1.0,0.0,1,0,3,1,7,2,1953.0,2.0,418.0,110,0,0,0,0,0,0,10,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,3060.0,0.17125,2702736,7.404887575616125,,0,0,0,0.0,0,6,167000,12.025749091398891
1103,1S_1946newer,80.0,10000,6,6,1974,1974,176.0,755.0,0.0,348.0,1103.0,1103,0,0,0.0,0.0,2,0,3,1,6,0,1974.0,2.0,462.0,295,84,0,0,0,0,0,6,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,GdWo,None,WD ,Normal,large,0,2206.0,0.1103,1216609,7.005789019253503,,0,0,0,0.0,0,23,155000,11.951180395901384
1567,1S_1946newer,73.1765554722151,9819,6,5,1977,1977,0.0,1567.0,0.0,0.0,1567.0,1567,0,0,1.0,0.0,2,0,2,1,5,2,1977.0,2.0,714.0,264,32,0,0,0,0,0,5,2009,RL,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,ImStucc,None,TA,TA,PConc,TA,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,3134.0,0.1595885528057847,2455489,7.356918242356021,,0,0,0,0.0,0,9,196000,12.185869938212656
1958,duplex,82.0,7136,6,6,1946,1950,423.0,484.0,0.0,495.0,979.0,979,979,0,0.0,0.0,2,0,4,2,8,0,1946.0,2.0,492.0,0,0,0,0,0,0,0,8,2007,RH,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,N,FuseF,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,1,2937.0,0.13719170403587444,3833764,7.579678823090456,Crawfor,1946,6,1958,2937.0,2,22,145000,11.884489021402713
2230,2halfS,60.0,6204,4,5,1912,1950,0.0,0.0,0.0,795.0,795.0,954,795,481,1.0,0.0,1,0,5,1,10,0,1997.0,1.0,440.0,0,188,0,0,0,0,0,3,2006,RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,None,Detchd,Unf,TA,Gd,Y,None,None,None,WD ,Normal,small,1,3025.0,0.15377176015473887,4972900,7.709756864454165,SWISU,1912,4,2230,3025.0,1,17,118500,11.682668239557325
2068,2halfS,58.077695976675045,7793,7,7,1922,2005,0.0,474.0,0.0,634.0,1108.0,1160,908,0,0.0,0.0,1,1,3,1,8,1,1928.0,1.0,315.0,0,0,60,0,0,0,0,5,2010,RL,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,No,BLQ,Unf,GasA,TA,N,FuseA,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,1,3176.0,0.14885153342743487,4276624,7.63433723562832,BrkSide,1922,7,2068,3176.0,1,10,209500,12.25247901834433
1032,1S_1945older,55.0,8250,5,7,1935,1950,0.0,0.0,0.0,0.0,0.0,1032,0,0,0.0,0.0,1,0,2,1,6,1,1939.0,1.0,260.0,0,0,121,0,0,0,0,6,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,Slab,None,None,None,None,None,GasA,TA,N,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,1,1032.0,0.12509090909090909,1065024,6.939253946041508,Edwards,1935,5,1032,1032.0,1,7,125000,11.736069016284436
1341,1S_1946newer,73.0,17227,8,5,1999,2000,158.0,915.0,0.0,426.0,1341.0,1341,0,0,1.0,0.0,1,1,1,1,5,1,1999.0,2.0,482.0,240,84,0,0,0,0,0,1,2007,RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,1,2682.0,0.07784292099611076,1798281,7.201170883281678,CollgCr,1999,8,1341,2682.0,1,16,246900,12.41673867533327
1771,2S_1946newer,97.9413679616917,13142,6,5,1997,1997,128.0,688.0,0.0,176.0,864.0,872,899,0,1.0,0.0,2,1,3,1,6,0,1997.0,2.0,600.0,0,96,0,0,0,0,0,7,2008,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,2635.0,0.06635215340130877,3136441,7.479299637782834,,0,0,0,0.0,0,16,215700,12.281643832377249
999,2Fam_conversion,75.0,11235,5,5,1963,1963,0.0,925.0,0.0,0.0,925.0,999,0,0,1.0,0.0,1,0,3,1,6,0,1963.0,1.0,308.0,40,176,0,0,0,0,0,3,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,small,0,1924.0,0.08891855807743658,998001,6.906754778648554,,0,0,0,0.0,0,1,130000,11.77528972943772
