GrLivArea,MSSubClass,LotFrontage,OverallQual,OverallCond,YearBuilt,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,GarageSize,Remodel_binary,LotPercent,Neighborhood_Num,Remodel_Qual,Remodel_GrLiv,Remodel_Bath,Remodel_Kitch,SalePrice,Log_SalePrice
1734,1S_PUD,57.0,8,5,1995,0.0,741.0,0.0,846.0,1587.0,1734,0,0,1.0,0.0,2,0,2,1,6,0,1995.0,528.0,52,50,0,0,0,0,0,9,2009,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.21639835267690002,25,8,1734,2,Gd,239500,12.386308695833106
1384,1S_1946newer,53.0,5,5,1996,0.0,450.0,0.0,898.0,1348.0,1384,0,0,1.0,0.0,2,0,3,1,7,0,1996.0,404.0,0,39,0,0,0,0,0,11,2008,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.09789912994270354,19,5,1384,2,Gd,177900,12.088976873653928
1314,1S_1946newer,70.0,5,6,1957,0.0,922.0,0.0,392.0,1314.0,1314,0,0,1.0,0.0,1,0,3,1,5,0,1957.0,294.0,250,0,0,0,0,0,0,6,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,small,0,0.15642857142857142,6,0,0,0,,145000,11.884489021402713
1111,1_2S_finished,42.47951585615908,7,7,1926,0.0,0.0,0.0,572.0,572.0,572,539,0,0.0,0.0,1,0,2,1,5,1,1982.0,288.0,0,0,176,0,0,0,0,8,2008,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,1,0.10035087719298245,12,7,1111,1,TA,116900,11.66907414746016
2622,2S_1946newer,98.0,8,5,1994,362.0,1032.0,0.0,431.0,1463.0,1500,1122,0,1.0,0.0,2,1,3,1,9,2,1994.0,712.0,186,32,0,0,0,0,0,4,2010,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.12238903394255875,28,8,2622,2,Gd,325000,12.691580461311874
1770,2S_1946newer,72.0,5,5,1968,300.0,361.0,483.0,56.0,900.0,884,886,0,1.0,0.0,1,1,4,1,7,0,1968.0,530.0,0,60,0,0,270,0,455,6,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,Fa,Mn,ALQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,None,None,Shed,WD ,Normal,large,0,0.10231481481481482,6,0,0,0,,155000,11.951180395901384
1456,2S_PUD,24.0,6,5,1976,0.0,70.0,0.0,785.0,855.0,855,601,0,0.0,0.0,2,1,3,1,6,1,1976.0,460.0,0,28,0,0,0,0,0,7,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.39238182652592934,13,0,0,0,,144000,11.877568578558138
1720,2S_1946newer,59.69489859786566,7,5,2002,0.0,0.0,0.0,840.0,840.0,840,880,0,0.0,0.0,2,1,3,1,7,1,2002.0,400.0,138,48,0,0,0,0,0,7,2008,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.10486891385767791,19,7,1720,2,Gd,188000,12.144197241812089
1511,splitlevel,85.36146923095546,8,5,1995,302.0,770.0,0.0,631.0,1401.0,1511,0,0,1.0,0.0,2,0,3,1,6,1,1995.0,811.0,168,42,0,0,0,0,0,2,2008,RL,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Fa,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.1319189802689017,20,0,0,0,,225000,12.323855681186558
1150,1S_1946newer,70.0,5,6,1959,0.0,179.0,506.0,465.0,1150.0,1150,0,0,1.0,0.0,1,0,3,1,6,0,1959.0,300.0,0,0,0,0,0,0,0,5,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Ex,Y,FuseA,TA,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,small,0,0.144745122718691,6,0,0,0,,141000,11.856515169360303
1986,2S_1946newer,85.0,7,6,1965,176.0,454.0,0.0,314.0,768.0,1186,800,0,0.0,0.0,2,1,3,1,7,3,1965.0,486.0,0,42,0,0,189,0,0,10,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.08720588235294117,6,7,1986,2,TA,205000,12.230765258120543
1347,2Fam_conversion,70.0,5,7,1910,0.0,969.0,0.0,148.0,1117.0,820,527,0,1.0,0.0,1,0,3,1,5,0,1910.0,0.0,85,0,148,0,0,0,0,1,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,None,None,None,None,N,None,None,None,WD ,Normal,small,1,0.11714285714285715,7,5,1347,1,TA,107500,11.585246126549857
1092,2S_PUD,21.0,4,6,1972,0.0,294.0,0.0,252.0,546.0,546,546,0,0.0,0.0,1,1,3,1,5,0,1972.0,286.0,0,0,64,0,0,0,0,6,2010,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,0,0.28888888888888886,3,0,0,0,,85500,11.356271654924852
2978,splitlevel,96.0,7,7,1967,300.0,0.0,0.0,710.0,710.0,1898,1080,0,0.0,0.0,2,1,5,1,11,1,1961.0,564.0,240,0,0,0,0,0,0,6,2010,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,Gd,Gd,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.1683370288248337,6,7,2978,2,Gd,242000,12.396693005138824
848,1S_PUD,33.074401994672634,6,5,2004,205.0,662.0,0.0,186.0,848.0,848,0,0,1.0,0.0,1,0,1,1,3,1,2004.0,420.0,149,0,0,0,0,0,0,1,2008,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.1910770617395223,16,0,0,0,,149000,11.911701584927595
1461,2S_1945older,53.0,6,8,1926,0.0,0.0,0.0,686.0,686.0,686,775,0,0.0,0.0,1,0,3,1,6,1,1926.0,225.0,0,0,116,0,0,0,0,7,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,N,None,MnPrv,None,WD ,Normal,small,1,0.09587700908455625,22,6,1461,1,TA,135000,11.813030057420567
1226,1S_PUD,40.0,8,6,1978,0.0,1052.0,0.0,174.0,1226.0,1226,0,0,1.0,0.0,1,0,1,1,4,1,1978.0,484.0,223,78,0,0,0,0,0,1,2010,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,Gable,CompShg,Wd Sdng,Plywood,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.31597938144329896,8,0,0,0,,206000,12.235631447771718
876,1S_1946newer,64.0,4,5,1959,0.0,332.0,243.0,301.0,876.0,876,0,0,0.0,0.0,1,0,3,1,5,0,1959.0,320.0,0,0,0,0,0,0,0,3,2009,RL,Pave,None,Reg,HLS,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,LwQ,Rec,GasA,TA,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,small,0,0.13666146645865834,7,0,0,0,,85000,11.350406535472452
1786,1S_1946newer,110.74484309167087,8,5,2002,240.0,1538.0,0.0,240.0,1778.0,1786,0,0,1.0,0.0,2,0,3,1,6,1,2002.0,715.0,182,35,0,0,0,0,0,6,2008,RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.12018842530282638,16,8,1786,2,Gd,300000,12.611537753638338
2799,2S_1946newer,93.7902994824144,8,5,1993,420.0,247.0,1039.0,0.0,1286.0,1565,1234,0,1.0,0.0,2,1,3,1,8,1,1993.0,704.0,432,136,0,0,0,0,0,10,2006,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,ImStucc,BrkFace,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.1243543901470004,28,0,0,0,,315000,12.66032791780777
2411,2S_1946newer,80.0,6,6,1970,525.0,915.0,0.0,93.0,1008.0,1403,1008,0,1.0,0.0,2,1,4,1,8,1,1970.0,570.0,0,192,0,0,0,0,0,6,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.175375,23,0,0,0,,240050,12.388602513959086
1220,1S_PUD,43.0,7,5,2005,16.0,16.0,0.0,1204.0,1220.0,1220,0,0,0.0,0.0,2,0,2,1,5,1,2005.0,397.0,100,16,0,0,0,0,0,8,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.3834066624764299,15,7,1220,2,Gd,180000,12.100712129872347
1436,1_2S_finished,60.0,5,5,1922,0.0,0.0,0.0,892.0,892.0,1254,182,0,0.0,1.0,1,0,3,1,7,1,1968.0,1488.0,0,0,100,0,0,0,0,6,2008,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,Fa,TA,N,None,GdWo,None,WD ,Normal,large,1,0.11572535991140642,12,5,1436,1,TA,139000,11.842229212112828
1470,2S_1946newer,72.7741179535778,6,8,1993,68.0,310.0,0.0,370.0,680.0,680,790,0,0.0,0.0,2,1,3,1,6,1,1993.0,420.0,232,63,0,0,0,0,480,4,2009,RL,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,None,None,Shed,WD ,Normal,large,0,0.06963645673323093,19,0,0,0,,185000,12.128111104060462
1499,2S_1946newer,65.0,6,5,1995,68.0,0.0,0.0,781.0,781.0,795,704,0,0.0,0.0,2,1,3,1,6,1,1995.0,473.0,413,91,0,0,0,0,0,8,2006,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.0639170284611674,16,0,0,0,,187000,12.138863895836725
1850,1S_1946newer,98.0,9,5,2004,378.0,1261.0,0.0,572.0,1833.0,1850,0,0,1.0,0.0,2,0,3,1,8,1,2004.0,772.0,519,112,0,0,0,0,0,3,2006,RL,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.11538701428304123,27,9,1850,2,Gd,326000,12.694652660348844
1641,2S_1945older,60.0,7,7,1925,0.0,16.0,0.0,712.0,728.0,832,809,0,0.0,1.0,1,1,3,1,6,1,1925.0,546.0,0,0,234,0,0,0,0,8,2006,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Gd,No,LwQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Detchd,Unf,Fa,TA,Y,None,None,None,WD ,Normal,large,1,0.08666666666666667,12,7,1641,1,Ex,178000,12.089538829274222
1767,2S_PUD,44.0,7,7,1987,0.0,495.0,215.0,354.0,1064.0,1064,703,0,1.0,0.0,2,0,2,1,5,1,1987.0,504.0,441,35,0,0,0,0,0,6,2006,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,Gd,PConc,Gd,Gd,No,GLQ,Rec,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,Gd,TA,Y,None,None,None,WD ,Normal,large,0,0.20052770448548812,25,0,0,0,,239000,12.384218830913648
1573,1_2S_finished,51.0,4,7,1935,0.0,0.0,0.0,884.0,884.0,989,584,0,0.0,0.0,1,0,3,1,6,0,1935.0,240.0,0,0,54,0,120,0,0,7,2009,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,1,0.1616013071895425,10,4,1573,1,Gd,133000,11.79810440720389
1136,1_2S_finished,52.0,4,7,1929,0.0,80.0,0.0,624.0,704.0,624,512,0,0.0,1.0,1,0,2,1,6,0,1990.0,336.0,0,365,80,0,0,0,0,8,2008,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,1,0.1,10,4,1136,1,TA,123000,11.719939634354557
1652,1_2S_finished,60.0,5,6,1915,0.0,686.0,0.0,0.0,686.0,966,686,0,1.0,0.0,2,0,4,1,7,0,1961.0,416.0,0,0,196,0,0,0,1200,6,2010,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,Shed,WD ,Normal,small,1,0.08944444444444444,12,5,1652,2,TA,139000,11.842229212112828
1375,1S_1946newer,75.0,6,5,1954,0.0,0.0,0.0,1367.0,1367.0,1375,0,0,0.0,0.0,1,0,2,1,5,1,1954.0,451.0,0,30,0,0,0,0,0,6,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.12157382847038019,6,0,0,0,,140000,11.84939770159144
1608,1_2S_finished,51.0,6,6,1925,0.0,264.0,0.0,712.0,976.0,1160,448,0,0.0,0.0,2,1,3,1,7,1,1925.0,216.0,147,16,0,0,0,0,0,10,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,Fa,TA,Y,None,MnPrv,None,WD ,Normal,small,1,0.1879760168530222,17,6,1608,2,Gd,137450,11.83101549359339
2048,duplex,95.0944951446649,6,5,1976,0.0,0.0,0.0,1958.0,1958.0,2048,0,0,0.0,0.0,3,0,5,2,9,0,1976.0,776.0,0,0,0,0,0,0,0,3,2010,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,2Types,Unf,TA,TA,Y,None,None,None,ConLD,Normal,large,0,0.16050156739811913,9,0,0,0,,170000,12.0435537160324
1912,2Fam_conversion,60.0,6,7,1905,0.0,0.0,0.0,482.0,482.0,1221,691,0,0.0,0.0,2,0,3,2,7,1,2003.0,672.0,0,25,212,0,0,0,0,4,2008,RM,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Ex,N,SBrkr,TA,Typ,TA,Detchd,Unf,Gd,TA,Y,None,None,None,WD ,Normal,large,1,0.11305555555555556,12,6,1912,2,TA,163000,12.0015054797889
988,Multi_PUD,21.0,4,7,1973,0.0,501.0,0.0,25.0,526.0,526,462,0,1.0,0.0,1,0,2,1,5,0,1973.0,297.0,120,101,0,0,0,0,0,6,2008,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,BuiltIn,RFn,TA,TA,Y,None,None,None,WD ,Normal,small,1,0.26646403242147926,3,4,988,1,TA,105000,11.56171562913966
1905,1S_1946newer,84.0,9,5,2006,302.0,0.0,0.0,1905.0,1905.0,1905,0,0,0.0,0.0,2,0,3,1,8,1,2006.0,788.0,0,191,0,0,0,0,0,3,2007,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,Hip,CompShg,VinylSd,ImStucc,Stone,Ex,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.16323907455012854,18,0,0,0,,320000,12.676076274775909
1935,2S_1946newer,92.29233760748669,7,7,1976,233.0,0.0,0.0,793.0,793.0,1142,793,0,0.0,0.0,2,1,3,1,7,1,1976.0,550.0,0,113,252,0,0,0,0,11,2007,RL,Pave,None,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.09221576227390181,23,0,0,0,,197900,12.195517131590655
1790,1S_1946newer,95.0,6,5,1957,360.0,0.0,0.0,998.0,998.0,1790,0,0,0.0,0.0,2,0,3,1,6,2,1957.0,540.0,0,40,0,0,0,0,1500,9,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,Shed,WD ,Normal,large,0,0.1256140350877193,6,0,0,0,,180000,12.100712129872347
1118,splitlevel,76.0,6,6,1977,0.0,522.0,0.0,574.0,1096.0,1118,0,0,1.0,0.0,1,0,3,1,6,1,1977.0,358.0,203,0,0,0,0,576,0,7,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,Attchd,Fin,TA,TA,Y,Gd,GdPrv,None,WD ,Normal,small,0,0.11315789473684211,9,0,0,0,,171000,12.049418835484795
1092,2Fam_conversion,70.0,4,5,1930,0.0,0.0,0.0,0.0,0.0,372,720,0,0.0,0.0,2,0,3,2,7,0,1930.0,0.0,0,0,0,0,0,0,3500,7,2010,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,Hip,CompShg,VinylSd,Wd Shng,None,Fa,Fa,Slab,None,None,None,None,None,GasA,Fa,N,SBrkr,Fa,Mod,None,None,None,None,None,N,None,None,Othr,WD ,Normal,small,1,0.06642857142857143,5,4,1092,2,Fa,55000,10.915088464214609
1713,1S_1946newer,76.0,8,5,2004,262.0,1088.0,0.0,625.0,1713.0,1713,0,0,1.0,0.0,2,0,3,1,7,1,2004.0,856.0,0,26,0,0,170,0,0,1,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.17860494213324993,27,8,1713,2,Ex,274900,12.524162674153336
816,1S_1946newer,59.0,5,7,1983,0.0,534.0,0.0,282.0,816.0,816,0,0,0.0,1.0,1,0,2,1,4,0,1983.0,264.0,315,0,0,0,0,0,0,4,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,GdWo,None,WD ,Normal,small,0,0.12573189522342065,9,0,0,0,,128500,11.763684183317412
1518,1S_1945older,85.0,5,7,1940,0.0,1035.0,0.0,545.0,1580.0,1518,0,0,1.0,0.0,1,0,2,1,5,2,1940.0,0.0,0,39,0,0,0,0,0,1,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,PreCast,PreCast,None,TA,TA,PConc,TA,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,Fa,Typ,Gd,None,None,None,None,Y,None,None,None,WD ,Normal,small,1,0.07764705882352942,7,5,1518,1,Fa,260000,12.468436909997664
