GrLivArea,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,LotPercent,SalePrice
1240,20,42.0,10331,7,7,1985,1985,0.0,215.0,80.0,970.0,1265.0,1240,0,0,0.0,1.0,2,0,3,1,6,0,1985.0,2.0,528.0,232,0,0,0,0,0,0,7,2007,RL,Pave,None,Reg,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.12002710289420192,174000
1620,60,80.0,10793,5,5,1969,1969,263.0,493.0,287.0,0.0,780.0,780,840,0,0.0,0.0,2,1,4,1,7,0,1969.0,2.0,462.0,208,0,0,0,0,0,0,4,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,Mansard,CompShg,WdShing,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,Ex,Y,SBrkr,TA,Min1,None,Attchd,Fin,TA,TA,Y,None,GdWo,None,WD ,Normal,0.0722690632817567,152000
1632,60,63.0,9084,7,5,1998,1998,0.0,0.0,0.0,935.0,935.0,955,677,0,0.0,0.0,2,1,3,1,8,1,1998.0,2.0,462.0,0,28,0,0,0,0,0,6,2006,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,0.1051298987230295,176500
848,120,37.0,4435,6,5,2004,2004,169.0,662.0,0.0,186.0,848.0,848,0,0,1.0,0.0,1,0,1,1,3,1,2004.0,2.0,420.0,140,0,0,0,0,0,0,5,2006,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.19120631341600902,155900
1577,120,48.0,7841,9,5,2005,2005,394.0,848.0,0.0,729.0,1577.0,1577,0,0,1.0,0.0,2,0,2,1,6,1,2005.0,2.0,564.0,203,39,0,0,0,0,0,5,2007,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.20112230582833823,280000
1507,80,70.0,7910,5,5,1960,1960,0.0,666.0,0.0,409.0,1075.0,1507,0,0,0.0,0.0,2,0,4,1,7,0,1960.0,1.0,404.0,0,0,0,0,0,0,0,8,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,BrkFace,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Maj1,None,Basment,Unf,TA,TA,Y,None,GdWo,None,WD ,Normal,0.19051833122629583,127000
2094,60,75.0,9375,7,5,2003,2004,0.0,0.0,0.0,912.0,912.0,912,1182,0,0.0,0.0,2,1,4,1,8,1,2003.0,2.0,615.0,182,182,0,0,0,0,0,11,2009,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,None,WD ,Normal,0.09728,263000
1092,20,75.0,8250,6,7,1964,1964,260.0,787.0,0.0,305.0,1092.0,1092,0,0,1.0,0.0,1,0,3,1,6,0,1964.0,2.0,504.0,0,0,0,0,0,0,0,7,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,Gd,Y,None,MnPrv,None,WD ,Normal,0.13236363636363635,145000
1848,60,68.0,7379,8,5,2000,2000,0.0,484.0,0.0,491.0,975.0,975,873,0,1.0,0.0,2,1,3,1,7,1,2000.0,2.0,592.0,280,184,0,0,0,0,0,4,2010,FV,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.13213172516601165,254000
2197,60,91.0,10010,7,5,1993,1994,320.0,228.0,852.0,0.0,1080.0,1108,1089,0,1.0,0.0,2,1,4,1,9,1,1993.0,3.0,783.0,385,99,0,0,0,0,0,7,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,WdShake,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,BLQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,0.11068931068931069,287500
1182,50,56.0,9576,6,7,1945,1950,0.0,310.0,0.0,460.0,770.0,885,297,0,0.0,0.0,1,1,3,1,5,0,1945.0,1.0,378.0,0,0,0,0,0,0,0,5,2006,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Fa,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,Fa,TA,Y,None,GdWo,None,WD ,Normal,0.09241854636591479,120000
1954,50,116.706880404816,15660,7,9,1939,2006,312.0,341.0,0.0,457.0,798.0,1137,817,0,0.0,1.0,1,1,3,1,8,2,1939.0,2.0,431.0,0,119,150,0,0,0,0,5,2008,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.07260536398467433,311500
1484,20,64.0,9037,8,5,2006,2006,32.0,428.0,0.0,1048.0,1476.0,1484,0,0,0.0,0.0,2,0,2,1,6,1,2006.0,2.0,472.0,120,33,0,0,0,0,0,12,2007,RL,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.16421378776142526,265900
498,30,60.0,8088,2,3,1922,1955,0.0,0.0,0.0,498.0,498.0,498,0,0,0.0,0.0,1,0,1,1,3,0,1922.0,1.0,216.0,0,0,100,0,0,0,0,2,2006,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,FuseF,TA,Typ,None,Detchd,Unf,Fa,Fa,N,None,None,None,ConLD,Normal,0.06157270029673591,35000
672,30,60.0,5400,4,7,1940,2005,0.0,0.0,0.0,672.0,672.0,672,0,0,0.0,0.0,1,0,2,1,4,0,1997.0,1.0,308.0,88,108,0,0,0,0,0,7,2008,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gambrel,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,N,None,None,None,WD ,Normal,0.12444444444444444,86900
1285,50,50.0,8635,5,5,1948,2001,0.0,336.0,41.0,295.0,672.0,1072,213,0,1.0,0.0,1,0,2,1,6,0,1948.0,1.0,240.0,0,0,0,0,0,0,0,1,2008,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,GasA,TA,Y,SBrkr,TA,Min1,None,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,0.12414591777649102,127000
1029,20,61.0,7943,4,5,1961,1961,192.0,903.0,0.0,126.0,1029.0,1029,0,0,1.0,0.0,1,0,3,1,5,0,1961.0,1.0,261.0,64,0,39,0,0,0,0,4,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkCmn,TA,Fa,CBlock,TA,TA,Mn,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.12954802971169582,118500
1114,20,66.0,13695,5,5,2004,2004,0.0,646.0,0.0,468.0,1114.0,1114,0,0,1.0,0.0,1,1,3,1,6,0,2004.0,2.0,576.0,0,102,0,0,0,0,0,6,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.08134355604235122,159000
1700,20,70.0,9135,6,5,2003,2003,120.0,340.0,0.0,1342.0,1682.0,1700,0,0,1.0,0.0,2,0,3,1,7,0,2003.0,2.0,544.0,192,23,0,0,0,0,0,5,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.18609742747673783,200000
948,20,60.0,8190,4,6,1954,1954,0.0,732.0,0.0,216.0,948.0,948,0,0,1.0,0.0,1,0,3,1,5,1,1956.0,1.0,280.0,0,36,0,0,0,0,0,10,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.11575091575091576,119000
1639,50,51.0,10480,6,5,1936,1950,0.0,0.0,0.0,1064.0,1064.0,1166,0,473,0.0,0.0,1,0,3,1,6,0,1936.0,1.0,240.0,0,0,0,0,0,0,0,3,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Maj2,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.11125954198473283,115000
2064,60,50.0,13128,8,5,2005,2005,216.0,0.0,0.0,1074.0,1074.0,1074,990,0,0.0,0.0,2,1,4,1,7,1,2005.0,2.0,527.0,0,119,0,0,0,0,0,1,2006,RL,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,0.08180987202925045,250000
1643,20,85.70428637646131,11500,6,6,1966,1966,0.0,262.0,723.0,197.0,1182.0,1643,0,0,1.0,0.0,2,0,2,1,6,1,1966.0,2.0,438.0,339,0,0,0,0,0,0,3,2008,RL,Pave,None,IR1,Bnk,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,TA,TA,CBlock,Gd,Gd,Gd,LwQ,ALQ,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.1428695652173913,195000
1513,20,90.0,15750,8,5,1999,2000,260.0,1246.0,0.0,216.0,1462.0,1513,0,0,1.0,0.0,2,0,2,1,5,1,1999.0,2.0,521.0,135,34,0,0,0,0,0,6,2009,RL,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,0.09606349206349206,220000
950,20,61.0,9758,5,5,1971,1971,0.0,412.0,287.0,251.0,950.0,950,0,0,0.0,0.0,1,0,3,1,5,0,1981.0,1.0,280.0,0,0,0,0,0,0,0,7,2007,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.0973560155769625,119500
1094,20,85.0,10452,6,5,1953,1953,216.0,500.0,0.0,594.0,1094.0,1094,0,0,0.0,0.0,1,0,3,1,5,2,1953.0,2.0,495.0,0,0,0,0,287,0,0,6,2008,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.1046689628779181,155000
1671,20,103.0,16280,8,9,1976,2007,0.0,1044.0,382.0,0.0,1426.0,1671,0,0,1.0,0.0,3,0,3,1,6,1,1976.0,2.0,550.0,280,90,0,0,0,0,0,5,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Ex,Ex,CBlock,Gd,Ex,Mn,GLQ,Rec,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,None,GdWo,None,WD ,Normal,0.10264127764127765,290000
1228,70,53.0,7155,7,8,1918,1990,0.0,0.0,0.0,600.0,600.0,628,600,0,0.0,0.0,1,0,3,1,6,1,1918.0,1.0,215.0,0,113,0,0,195,0,0,5,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,Fa,TA,Y,None,MnPrv,None,WD ,Normal,0.08777078965758212,137000
1512,160,34.0,2998,6,5,2000,2000,513.0,507.0,0.0,249.0,756.0,756,756,0,1.0,0.0,2,1,2,1,4,0,2000.0,2.0,440.0,0,32,0,0,0,0,0,8,2009,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.25216811207471646,180000
2775,75,75.0,13500,10,9,1893,2000,0.0,0.0,0.0,1237.0,1237.0,1521,1254,0,0.0,0.0,3,1,3,1,9,1,1988.0,2.0,880.0,105,502,0,0,0,0,0,7,2008,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,Ex,Ex,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,Gd,TA,Y,None,None,None,WD ,Normal,0.11266666666666666,325000
1740,20,110.0,15417,7,5,1981,1981,0.0,121.0,0.0,1619.0,1740.0,1740,0,0,0.0,0.0,1,1,2,1,7,0,1981.0,2.0,540.0,228,20,218,0,0,0,0,6,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,CBlock,Gd,TA,Mn,LwQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.11286242459622495,241600
1382,20,70.0,8750,5,5,1955,1955,0.0,172.0,483.0,727.0,1382.0,1382,0,0,0.0,1.0,1,0,3,1,6,0,1955.0,1.0,350.0,280,0,0,0,0,0,0,7,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,Gd,Y,FuseA,Gd,Typ,None,Attchd,Unf,TA,TA,Y,None,GdWo,None,WD ,Normal,0.15794285714285713,153000
1056,20,65.0,8450,5,6,1968,1968,0.0,775.0,0.0,281.0,1056.0,1056,0,0,1.0,0.0,1,0,3,1,6,1,1968.0,1.0,304.0,0,85,184,0,0,0,0,7,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.12497041420118343,142000
1687,20,426.2856678898771,57200,5,5,1948,1950,0.0,353.0,334.0,60.0,747.0,1687,0,0,1.0,0.0,1,0,3,1,7,2,1966.0,2.0,572.0,0,0,50,0,0,0,0,6,2010,RL,Pave,None,IR1,Bnk,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,BLQ,Rec,GasA,TA,Y,SBrkr,TA,Min1,TA,Detchd,Unf,TA,TA,N,None,None,None,WD ,Normal,0.02949300699300699,160000
1938,50,87.19479570474759,11700,5,6,1937,1995,0.0,606.0,0.0,336.0,942.0,1265,673,0,0.0,0.0,2,0,4,1,7,1,1937.0,1.0,240.0,0,40,0,0,0,0,0,7,2008,RL,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Min2,Gd,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.10811965811965812,198000
1586,20,48.0,17043,6,5,1979,1998,0.0,0.0,0.0,1362.0,1362.0,1586,0,0,0.0,0.0,2,0,3,1,7,1,1979.0,2.0,435.0,192,0,0,0,0,0,0,1,2009,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,Gd,Fa,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.09305873379099924,181000
1121,20,80.0,8816,5,6,1963,1963,0.0,651.0,0.0,470.0,1121.0,1121,0,0,1.0,0.0,1,0,3,1,5,0,1963.0,2.0,480.0,0,80,0,0,0,0,0,6,2009,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,0.1271551724137931,139000
875,20,60.0,7200,4,8,1972,2006,0.0,385.0,0.0,0.0,385.0,875,0,0,0.0,0.0,1,0,3,1,5,0,1975.0,2.0,728.0,352,0,0,0,0,0,0,10,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.12152777777777778,117000
1646,120,44.0,3811,8,5,2004,2005,186.0,1373.0,0.0,221.0,1594.0,1646,0,0,1.0,1.0,2,0,2,1,5,1,2004.0,2.0,525.0,128,53,0,0,155,0,0,5,2010,RM,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,0.43190763579113095,246000
1414,20,65.0,8773,7,5,2004,2004,98.0,24.0,0.0,1390.0,1414.0,1414,0,0,0.0,0.0,2,0,3,1,6,0,2004.0,2.0,494.0,132,105,0,0,0,0,0,5,2010,RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.1611763364869486,185500
1718,70,60.0,7230,7,7,1927,1992,0.0,0.0,0.0,851.0,851.0,867,851,0,0.0,0.0,2,1,4,1,8,1,1927.0,2.0,264.0,291,0,60,0,153,0,0,10,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Detchd,Unf,TA,TA,Y,None,GdPrv,None,WD ,Normal,0.11991701244813278,238000
1774,80,88.0,15400,5,5,1961,1961,0.0,0.0,0.0,552.0,552.0,904,611,259,0.0,0.0,2,0,4,1,8,1,1961.0,1.0,384.0,290,40,0,0,0,0,0,7,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Gd,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.0587012987012987,165000
672,30,60.0,4800,5,4,1940,1950,0.0,0.0,0.0,672.0,672.0,672,0,0,0.0,0.0,1,0,2,1,4,0,1950.0,1.0,256.0,0,0,0,0,0,0,0,8,2008,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,0.14,64000
906,70,50.0,4882,4,7,1937,1950,0.0,120.0,0.0,228.0,348.0,453,453,0,0.0,0.0,1,0,2,1,5,0,1937.0,1.0,231.0,0,0,0,0,0,0,0,9,2008,RL,Pave,None,IR1,Bnk,AllPub,Inside,Mod,BrkSide,RRAn,Feedr,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Basment,Unf,Fa,TA,Y,None,None,None,WD ,Normal,0.09278984022941418,87000
876,20,68.0,7480,5,6,1972,1972,0.0,480.0,0.0,396.0,876.0,876,0,0,1.0,0.0,1,0,3,1,5,0,1977.0,2.0,484.0,0,0,0,0,0,0,0,6,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,0.11711229946524064,127000
1955,50,75.0,9000,5,5,1958,1958,162.0,330.0,0.0,821.0,1151.0,1151,804,0,0.0,0.0,2,0,4,1,7,0,1958.0,1.0,356.0,0,0,0,0,0,0,0,1,2008,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,FuseA,TA,Typ,None,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,0.12788888888888889,165500
1057,20,70.0,10519,5,8,1955,1999,164.0,0.0,0.0,1057.0,1057.0,1057,0,0,0.0,1.0,1,0,3,1,6,0,1955.0,1.0,288.0,0,0,0,0,0,0,0,3,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,Stone,TA,TA,CBlock,TA,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.10048483696168838,137000
